canonical_reference_id,alias_ids,owning_source_artifact,source_package_path,local_path,local_source_path,sha256,used_by_shot_ids,mapped_requirement_ids,creator,source_title,source_page_url,original_media_url,license_name,license_url,original_dimensions,normalized_dimensions,retrieval_date,provenance_evidence,evidence_gap,license_evidence,live_source_check,live_source_readback_state,live_checked_at,live_check_note,live_license_check,license_live_checked_at,license_check_note,identity_or_sensitive_content_risk,stored_rights_flags,representative_only,selected_for_production,rights_cleared_claim
ref-b04-s03-closed-meeting-room,fff-beat4-composition-counterexample-001:ref-b04-s03-closed-meeting-room|fff-composition-expansion-wave2-001:ref-b04-s03-closed-meeting-room,fff-beat4-composition-counterexample-001,artifacts/beat4-composition-counterexample,artifacts/beat4-composition-counterexample/composition-assets/ref-b04-s03-closed-meeting-room.jpg,artifacts/beat4-composition-counterexample/composition-assets/ref-b04-s03-closed-meeting-room.jpg,e6f06540dba924ccd3c5aaa38fa3f676f489335762b61dd7ecbcca69da196ca9,shot-b04-03|shot-b05-03|shot-b05-04,AR-AUDIO-01|AR-DOC-01|AR-DOC-02|AR-ENV-02|AR-TYPE-01,Het Nieuwe Instituut - Architecture Collection; photographer unknown,Interieur vergaderzaal / Meeting Room Interior,https://www.flickr.com/photos/nai_collection/5260603510/,https://upload.wikimedia.org/wikipedia/commons/c/c1/Interieur_vergaderzaal_-_Meeting_Room_Interior_%285260603510%29.jpg,No known copyright restrictions,https://www.flickr.com/commons/usage/,1280x998,1022x574,2026-07-19,complete_stored_metadata,false,ambiguous,unavailable,page_unavailable,2026-07-20T15:28:14+09:00,"Recorded source page could not be read through the bounded check because of rate limiting, URL policy, or source-site access constraints; stored metadata remains separate evidence.",confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,real_institution|contextual_misattribution,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-b04-shared-general-ledger,fff-beat4-composition-counterexample-001:ref-b04-shared-general-ledger,fff-beat4-composition-counterexample-001,artifacts/beat4-composition-counterexample,artifacts/beat4-composition-counterexample/composition-assets/ref-b04-shared-general-ledger.jpg,artifacts/beat4-composition-counterexample/composition-assets/ref-b04-shared-general-ledger.jpg,74d83e8fbad303bf4a08c86e72c02746c678a95e56c0f69814c6c853dd7feaab,shot-b04-02|shot-b04-03,AR-AUDIO-01|AR-DOC-01|AR-DOC-02|AR-ENV-02|AR-TYPE-01,Plantijnse Drukkerij,"General Ledger, 1600–1608",https://www.loc.gov/item/2021667934/,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:11:73:3:wdl_11733:MPM_AR-PN-0127_00004/full/pct:100/0/default.jpg,No known copyright or other restrictions; free to use and reuse,https://www.loc.gov/item/2021667934/#rights-and-access,3195x4763,1073x1600,2026-07-19,complete_stored_metadata,false,ambiguous,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,real_record|contextual_misattribution,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s01-harvard-observatory,fff-composition-expansion-wave1-001:ref-w1-b01-s01-harvard-observatory|fff-composition-expansion-wave2-001:ref-w1-b01-s01-harvard-observatory,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s01-harvard-observatory.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s01-harvard-observatory.jpg,6e1376fa2b4fa4bfffae778f1e86364b1c3baf5fe2925cd242337d76f7b33e84,shot-b01-01|shot-b06-03,AR-AUDIO-01|AR-ENV-01|AR-TYPE-01,Daderot,"Sears Tower, Harvard Observatory","https://commons.wikimedia.org/wiki/File:Sears_Tower-Harvard_Observatory_-_60_Garden_Street,_Cambridge,_MA_-_IMG_4028.JPG",https://upload.wikimedia.org/wikipedia/commons/0/08/Sears_Tower-Harvard_Observatory_-_60_Garden_Street%2C_Cambridge%2C_MA_-_IMG_4028.JPG,Public domain (author dedication),https://commons.wikimedia.org/wiki/Template:PD-self,2448x3264,1200x1600,2026-07-19,complete_stored_metadata,false,public_domain_statement_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,real_institution|contextual_misattribution,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s01-kreiensen-station,fff-composition-expansion-wave1-001:ref-w1-b01-s01-kreiensen-station|fff-composition-expansion-wave2-001:ref-w1-b01-s01-kreiensen-station,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s01-kreiensen-station.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s01-kreiensen-station.jpg,49b3136c701d7e149194e74cac2a1c5c6dc688d6502340fce4915cec656da134,shot-b01-01|shot-b06-03,AR-AUDIO-01|AR-ENV-01|AR-TYPE-01,Michael Gäbler,Railway station Kreiensen 1963,https://commons.wikimedia.org/wiki/File:Railway_station_Kreiensen_1963.JPG,https://upload.wikimedia.org/wikipedia/commons/5/56/Railway_station_Kreiensen_1963.JPG,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,1969x1194,1600x970,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,real_institution|contextual_misattribution,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s02-beam-junction,fff-composition-expansion-wave1-001:ref-w1-b01-s02-beam-junction,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s02-beam-junction.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s02-beam-junction.jpg,05aacc6386c240e2174bd717e90342fec23e1b5fbdf092965495109d00f81e56,shot-b01-02,AR-AUDIO-01|AR-ENV-01,shankar s.,Love those wooden beams and trusses,https://commons.wikimedia.org/wiki/File:Love_those_wooden_beams_and_trusses_(20743508752).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Love_those_wooden_beams_and_trusses_%2820743508752%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,4288x2848,1600x1062,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s02-wood-joints,fff-composition-expansion-wave1-001:ref-w1-b01-s02-wood-joints,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s02-wood-joints.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s02-wood-joints.jpg,3258615d9b6b28e22ed5d0510f74f135e78953557735d0d6d42e47d122ddf2de,shot-b01-02,AR-AUDIO-01|AR-ENV-01,Shyamal,Wood joints 20220730 154836,https://commons.wikimedia.org/wiki/File:Wood_joints_20220730_154836.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Wood_joints_20220730_154836.jpg,CC0,https://creativecommons.org/publicdomain/zero/1.0/,3000x3000,1600x1600,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s03-belfry-interior-art,fff-composition-expansion-wave1-001:ref-w1-b01-s03-belfry-interior-art,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s03-belfry-interior-art.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s03-belfry-interior-art.jpg,39602c0536b46c3f0868e2f4b9661c5e1bb1a4d67f70ca1fcdfecb9355c5d91b,shot-b01-03,AR-AUDIO-01|AR-ENV-01|AR-TYPE-01,William Henry Hunt,"Interior of the Belfry, Bushey Church","https://commons.wikimedia.org/wiki/File:William_Henry_Hunt_-_Interior_of_the_Belfry,_Bushey_Church_-_B1975.3.1039_-_Yale_Center_for_British_Art.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3f/William_Henry_Hunt_-_Interior_of_the_Belfry%2C_Bushey_Church_-_B1975.3.1039_-_Yale_Center_for_British_Art.jpg,CC0,https://creativecommons.org/publicdomain/zero/1.0/,1394x1920,1162x1600,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,unavailable,page_unavailable,2026-07-20T15:28:14+09:00,"Recorded source page could not be read through the bounded check because of rate limiting, URL policy, or source-site access constraints; stored metadata remains separate evidence.",confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b01-s03-noon-mark,fff-composition-expansion-wave1-001:ref-w1-b01-s03-noon-mark,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s03-noon-mark.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b01-s03-noon-mark.jpg,1c68f99c68f85869e461a832498d6485994c94a28c04effefaf47964b1447f62,shot-b01-03,AR-AUDIO-01|AR-ENV-01|AR-TYPE-01,Poulpy,"Gray, Basilique Notre-Dame, Noon Mark",https://commons.wikimedia.org/wiki/File:Gray_-_Basilique_Notre-Dame_-_Noon_Mark.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Gray_-_Basilique_Notre-Dame_-_Noon_Mark.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3013x4547,1060x1600,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,unavailable,page_unavailable,2026-07-20T15:28:14+09:00,"Recorded source page could not be read through the bounded check because of rate limiting, URL policy, or source-site access constraints; stored metadata remains separate evidence.",confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b03-s01-book-in-hand,fff-composition-expansion-wave1-001:ref-w1-b03-s01-book-in-hand,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b03-s01-book-in-hand.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b03-s01-book-in-hand.jpg,6fc36da6028effe9a402f18efabeeef970e6511f4023156994aa5dcf5aad681a,shot-b03-01,AR-AUDIO-01|AR-CHAR-01|AR-DOC-01,AgustinaCC,Book in hand (Emma),https://commons.wikimedia.org/wiki/File:Book_in_hand_(Emma).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Book_in_hand_%28Emma%29.jpg,CC0,https://creativecommons.org/publicdomain/zero/1.0/,2619x1964,1600x1200,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
ref-w1-b03-s01-page-turning,fff-composition-expansion-wave1-001:ref-w1-b03-s01-page-turning,fff-composition-expansion-wave1-001,artifacts/composition-expansion-wave1,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b03-s01-page-turning.jpg,artifacts/composition-expansion-wave1/composition-assets/ref-w1-b03-s01-page-turning.jpg,d846f48b836c604cbbf913ad7b37700926a362bc657dc7a4df8b1b204dfb9f13,shot-b03-01,AR-AUDIO-01|AR-CHAR-01|AR-DOC-01,Pics_Pd,Antique book page turning,https://commons.wikimedia.org/wiki/File:Antique_book_page_turning.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Antique_book_page_turning.jpg,CC0,https://creativecommons.org/publicdomain/zero/1.0/,4681x3100,1600x1060,2026-07-19,complete_stored_metadata,false,explicit_reuse_terms_recorded,confirmed,page_readable,2026-07-20T15:28:14+09:00,Recorded source page returned an ordinary HTTPS readback; title/creator/license visibility was compared with stored metadata.,confirmed,2026-07-20T15:28:14+09:00,Recorded license or rights-statement URL returned an ordinary HTTPS readback; this records visibility only and is not a use decision.,none_observed,"{""reference_only"":true,""selected_for_production"":false,""rights_cleared_claim"":false,""ai_generated"":false}",true,false,false
